mean_fit_time,mean_score_time,mean_test_AUC,mean_test_F1,mean_test_Balanced Acc,mean_test_MCC,mean_test_Precision,mean_test_Recall,classifier
0.009416460990905762,0.011111895243326822,0.5,0.16839506172839505,0.5,0.0,0.10137085137085138,0.5,logistic
0.002758204936981201,0.004513859748840332,0.5,0.19403608736942068,0.5,0.0,0.11652236652236653,0.5833333333333334,logistic
0.002801020940144857,0.004683474699656169,0.5,0.166343779677113,0.5,0.0,0.09992784992784992,0.5,logistic
0.005455950895945231,0.008781452973683676,0.5,0.07794871794871795,0.5,0.0,0.046176046176046176,0.25,logistic
