mean_fit_time,mean_score_time,mean_test_AUC,mean_train_AUC,mean_test_F1,mean_train_F1,mean_test_Balanced Acc,mean_train_Balanced Acc,mean_test_MCC,mean_train_MCC,mean_test_Precision,mean_train_Precision,mean_test_Recall,mean_train_Recall,classifier,feature_selector
0.0531822244326273,0.0258468190828959,0.5455337690631809,0.9184577677224736,0.2558982683982684,0.8853231028231029,0.5455337690631809,0.9184577677224736,0.0837405335993593,0.8604892631431403,0.2571428571428572,0.9205932955932956,0.2833333333333333,0.8563034188034188,LDA,distance_correlation
0.0036596854527791,0.0082277258237202,0.6296977124183006,0.8404348919054802,0.3743016243016243,0.763846153846154,0.6296977124183006,0.8404348919054802,0.2385245509541702,0.7161452090410741,0.3638888888888889,0.8222206034706036,0.4375,0.7195512820512819,LDA,lasso
0.0043250918388366,0.0108615159988403,0.4874183006535948,0.9021964555052788,0.1908961408961409,0.8646942670855715,0.4874183006535948,0.9021964555052788,-0.0331983129264044,0.836102856171121,0.1555555555555555,0.9117715617715616,0.2583333333333333,0.8237179487179489,LDA,xgboost
0.0033559600512186,0.0088609457015991,0.5136437908496733,0.5493338360985419,0.1404761904761904,0.2021497594253012,0.5136437908496733,0.5493338360985419,0.0460354689461958,0.1321251840658883,0.25,0.3534391534391534,0.0999999999999999,0.1485042735042735,LDA,random_forest
