feature,importance
square_glrlm_ShortRunHighGrayLevelEmphasis,0.120806543
exponential_glrlm_GrayLevelNonUniformity,0.120778699
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.120778217
lbp-2D_glrlm_GrayLevelNonUniformity,0.120705947
lbp-3D-m1_glrlm_GrayLevelNonUniformity,0.120705947
lbp-3D-m2_glrlm_GrayLevelNonUniformity,0.120705947
wavelet-LLH_gldm_SmallDependenceEmphasis,0.120692418
logarithm_gldm_LargeDependenceHighGrayLevelEmphasis,0.120667895
wavelet-LHH_glszm_SizeZoneNonUniformity,0.120643305
wavelet-LLL_glszm_GrayLevelVariance,0.120606722
original_glrlm_LongRunLowGrayLevelEmphasis,0.120391605
gradient_glszm_LargeAreaEmphasis,0.120369742
gradient_glszm_ZoneVariance,0.120361487
wavelet-LLH_gldm_DependenceEntropy,0.120348602
wavelet-LHL_glcm_DifferenceEntropy,0.120269081
exponential_glrlm_LongRunLowGrayLevelEmphasis,0.120259866
exponential_glrlm_LongRunEmphasis,0.120259541
lbp-2D_glrlm_LongRunEmphasis,0.120171263
lbp-2D_glrlm_LongRunHighGrayLevelEmphasis,0.120171263
lbp-2D_glrlm_LongRunLowGrayLevelEmphasis,0.120171263
lbp-3D-m1_glrlm_LongRunEmphasis,0.120171263
lbp-3D-m1_glrlm_LongRunHighGrayLevelEmphasis,0.120171263
lbp-3D-m1_glrlm_LongRunLowGrayLevelEmphasis,0.120171263
lbp-3D-m2_glrlm_LongRunEmphasis,0.120171263
lbp-3D-m2_glrlm_LongRunHighGrayLevelEmphasis,0.120171263
lbp-3D-m2_glrlm_LongRunLowGrayLevelEmphasis,0.120171263
exponential_glrlm_LongRunHighGrayLevelEmphasis,0.120169475
gradient_glrlm_HighGrayLevelRunEmphasis,0.120143276
wavelet-LHH_firstorder_Range,0.120017724
lbp-3D-m1_firstorder_RobustMeanAbsoluteDeviation,0.119658046
square_glcm_Idn,0.119567583
gradient_firstorder_Entropy,0.119485174
lbp-2D_firstorder_RootMeanSquared,0.119461686
gradient_firstorder_RootMeanSquared,0.119340123
wavelet-LLH_glcm_InverseVariance,0.119332527
wavelet-HHL_glcm_Correlation,0.119168953
lbp-3D-k_gldm_GrayLevelNonUniformity,0.119147617
original_glcm_ClusterTendency,0.119058079
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.118912875
original_firstorder_MeanAbsoluteDeviation,0.118853229
lbp-3D-k_firstorder_Energy,0.118796752
squareroot_glcm_SumEntropy,0.118777733
exponential_firstorder_Median,0.118635857
wavelet-HHH_glszm_SizeZoneNonUniformity,0.118389905
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.118240177
exponential_glszm_SmallAreaEmphasis,0.118188617
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,0.117985694
gradient_glszm_SizeZoneNonUniformity,0.117890644
original_firstorder_Kurtosis,0.117845844
wavelet-LLL_glrlm_RunVariance,0.117833647
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.117817087
square_gldm_LargeDependenceLowGrayLevelEmphasis,0.117766845
squareroot_gldm_DependenceVariance,0.117492429
wavelet-HLL_glszm_GrayLevelNonUniformity,0.117480666
logarithm_glcm_Autocorrelation,0.117471762
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.117378767
wavelet-LLH_glcm_Imc1,0.117313082
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,0.117272061
lbp-2D_firstorder_RobustMeanAbsoluteDeviation,0.117240184
squareroot_gldm_LowGrayLevelEmphasis,0.117214173
gradient_glcm_DifferenceEntropy,0.116817404
wavelet-LLL_glcm_SumEntropy,0.116739517
square_glcm_ClusterTendency,0.116722053
gradient_glszm_GrayLevelNonUniformity,0.116693355
original_firstorder_Median,0.116543232
wavelet-HLL_gldm_DependenceNonUniformity,0.116395055
wavelet-LLL_glcm_MaximumProbability,0.116292334
original_firstorder_RootMeanSquared,0.116277073
exponential_glszm_ZoneEntropy,0.116080599
square_glcm_DifferenceAverage,0.116068002
wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.11599877
gradient_glrlm_RunEntropy,0.115948515
wavelet-LHH_firstorder_Minimum,0.115938643
wavelet-LHH_firstorder_Skewness,0.115928059
squareroot_firstorder_Minimum,0.115927977
lbp-3D-m1_firstorder_MeanAbsoluteDeviation,0.115749473
wavelet-HHH_glcm_Idn,0.115726479
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.115716696
wavelet-LLL_glcm_SumSquares,0.11552795
wavelet-HHH_gldm_DependenceNonUniformity,0.115497677
wavelet-LHH_glcm_DifferenceVariance,0.115487554
squareroot_glszm_GrayLevelNonUniformityNormalized,0.115478542
gradient_glrlm_LongRunHighGrayLevelEmphasis,0.115213667
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.115137728
wavelet-LHL_ngtdm_Contrast,0.115028172
squareroot_firstorder_InterquartileRange,0.114980124
wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.114607991
original_glszm_GrayLevelNonUniformity,0.11460209
gradient_glrlm_RunPercentage,0.114454169
original_gldm_LowGrayLevelEmphasis,0.114438686
gradient_glcm_Autocorrelation,0.114396493
wavelet-LHL_ngtdm_Complexity,0.114360452
original_firstorder_Variance,0.114283223
original_gldm_GrayLevelVariance,0.114155093
square_gldm_SmallDependenceHighGrayLevelEmphasis,0.114088761
gradient_ngtdm_Busyness,0.113849188
square_glrlm_RunPercentage,0.113623791
original_shape_SurfaceArea,0.113590475
exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.113543754
squareroot_firstorder_MeanAbsoluteDeviation,0.113490767
squareroot_firstorder_Variance,0.113318262
squareroot_gldm_GrayLevelVariance,0.113313307
squareroot_glrlm_GrayLevelVariance,0.113285099
original_glrlm_GrayLevelVariance,0.113215454
wavelet-LHL_firstorder_Entropy,0.113078493
wavelet-HLL_gldm_DependenceEntropy,0.113062227
wavelet-HLL_glcm_Idmn,0.11298777
squareroot_glrlm_LowGrayLevelRunEmphasis,0.112881042
squareroot_glrlm_RunEntropy,0.112825245
wavelet-LHL_glcm_JointEntropy,0.112790507
square_gldm_LargeDependenceEmphasis,0.112753239
wavelet-LLH_glszm_ZonePercentage,0.112752059
wavelet-LHL_firstorder_Energy,0.112675222
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.112636177
exponential_glszm_SizeZoneNonUniformityNormalized,0.112607915
wavelet-HHL_gldm_DependenceNonUniformityNormalized,0.112499546
wavelet-HHH_ngtdm_Complexity,0.112241285
wavelet-LLH_glcm_DifferenceAverage,0.11219555
wavelet-LHH_gldm_DependenceNonUniformity,0.112103136
wavelet-LLL_glcm_ClusterTendency,0.11209894
wavelet-LLL_firstorder_InterquartileRange,0.11144476
wavelet-HHH_firstorder_Median,0.111440565
square_gldm_SmallDependenceEmphasis,0.111414218
wavelet-LHL_gldm_DependenceNonUniformity,0.111402784
wavelet-LHH_glcm_SumAverage,0.111392112
wavelet-LHH_glcm_JointAverage,0.111392112
logarithm_glrlm_GrayLevelVariance,0.111308315
wavelet-LLL_glszm_GrayLevelNonUniformity,0.111272726
gradient_firstorder_Energy,0.111208524
lbp-3D-m1_firstorder_Kurtosis,0.111036389
original_firstorder_Minimum,0.110953747
logarithm_gldm_GrayLevelVariance,0.110908378
logarithm_firstorder_Variance,0.110862893
original_glrlm_LowGrayLevelRunEmphasis,0.110856634
wavelet-HHH_firstorder_Energy,0.110703529
lbp-3D-k_gldm_SmallDependenceHighGrayLevelEmphasis,0.110660541
wavelet-LLL_glcm_Autocorrelation,0.110507621
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.110457415
lbp-2D_firstorder_Skewness,0.110363348
wavelet-LLL_glcm_DifferenceAverage,0.110197656
exponential_firstorder_Minimum,0.110090614
logarithm_glcm_SumSquares,0.109644743
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,0.109606635
original_glcm_SumEntropy,0.109510397
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.1094221
square_glszm_LargeAreaHighGrayLevelEmphasis,0.1094099
lbp-3D-k_glszm_ZoneEntropy,0.109351894
wavelet-HHH_glrlm_RunLengthNonUniformity,0.109285387
square_gldm_LargeDependenceHighGrayLevelEmphasis,0.109156764
original_gldm_DependenceNonUniformityNormalized,0.108983839
square_glcm_ClusterShade,0.108941959
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.108935452
wavelet-LLH_firstorder_Median,0.108927979
squareroot_glrlm_ShortRunLowGrayLevelEmphasis,0.108863573
lbp-3D-k_firstorder_TotalEnergy,0.108650204
wavelet-LLH_firstorder_Minimum,0.108494805
logarithm_glszm_GrayLevelNonUniformity,0.10847208
wavelet-HLH_glrlm_RunLengthNonUniformity,0.108456133
wavelet-LHH_ngtdm_Complexity,0.108299609
wavelet-LHH_firstorder_Median,0.108111762
lbp-3D-m2_firstorder_TotalEnergy,0.107979139
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.107911121
wavelet-LLH_gldm_HighGrayLevelEmphasis,0.107766479
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.107648097
squareroot_ngtdm_Busyness,0.107584034
lbp-2D_firstorder_Kurtosis,0.1074435
lbp-3D-k_firstorder_Skewness,0.107316137
lbp-2D_glszm_ZoneEntropy,0.107241735
lbp-3D-m1_glszm_ZoneEntropy,0.107241735
lbp-3D-m2_glszm_ZoneEntropy,0.107241735
wavelet-LHL_firstorder_InterquartileRange,0.106999806
wavelet-LLL_firstorder_Median,0.106846408
lbp-2D_glszm_SmallAreaEmphasis,0.106781668
lbp-2D_glszm_SmallAreaHighGrayLevelEmphasis,0.106781668
lbp-2D_glszm_SmallAreaLowGrayLevelEmphasis,0.106781668
lbp-3D-m1_glszm_SmallAreaEmphasis,0.106781668
lbp-3D-m1_glszm_SmallAreaHighGrayLevelEmphasis,0.106781668
lbp-3D-m1_glszm_SmallAreaLowGrayLevelEmphasis,0.106781668
lbp-3D-m2_glszm_SmallAreaEmphasis,0.106781668
lbp-3D-m2_glszm_SmallAreaHighGrayLevelEmphasis,0.106781668
lbp-3D-m2_glszm_SmallAreaLowGrayLevelEmphasis,0.106781668
wavelet-HHL_glrlm_RunLengthNonUniformity,0.106704355
lbp-3D-m1_firstorder_InterquartileRange,0.106670038
gradient_gldm_SmallDependenceEmphasis,0.106529672
original_glrlm_ShortRunLowGrayLevelEmphasis,0.106397177
original_glcm_InverseVariance,0.106334824
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.106089878
gradient_glszm_ZonePercentage,0.105941739
wavelet-LHL_glszm_GrayLevelVariance,0.105809054
squareroot_ngtdm_Strength,0.105775778
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.105699606
exponential_glcm_Correlation,0.105602975
gradient_glrlm_GrayLevelNonUniformityNormalized,0.105601819
squareroot_gldm_GrayLevelNonUniformity,0.105552207
wavelet-LHL_glszm_ZoneEntropy,0.105480408
logarithm_gldm_SmallDependenceLowGrayLevelEmphasis,0.105472124
wavelet-LHH_firstorder_TotalEnergy,0.105352685
wavelet-LLH_glcm_Idn,0.105328875
logarithm_glszm_GrayLevelVariance,0.105195294
wavelet-LHL_firstorder_10Percentile,0.10514583
squareroot_glrlm_GrayLevelNonUniformity,0.10513177
wavelet-LLH_glrlm_RunEntropy,0.105049423
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.10501075
gradient_firstorder_Median,0.10501072
wavelet-LLL_gldm_HighGrayLevelEmphasis,0.104731418
exponential_glrlm_RunVariance,0.104482952
lbp-2D_glrlm_RunVariance,0.104478306
lbp-3D-m1_glrlm_RunVariance,0.104478306
lbp-3D-m2_glrlm_RunVariance,0.104478306
wavelet-LLL_firstorder_Maximum,0.104472802
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,0.104388882
wavelet-LLH_firstorder_Entropy,0.104095753
gradient_firstorder_Mean,0.104066446
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.103891006
gradient_firstorder_Uniformity,0.103888587
wavelet-HHH_glszm_GrayLevelNonUniformity,0.103798615
lbp-2D_firstorder_Mean,0.103743628
lbp-3D-m1_firstorder_Mean,0.103527157
lbp-3D-m1_firstorder_90Percentile,0.103482354
gradient_firstorder_10Percentile,0.103412155
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,0.103349571
wavelet-LHH_firstorder_Maximum,0.103312283
lbp-2D_glszm_SizeZoneNonUniformityNormalized,0.10328238
lbp-3D-m1_glszm_SizeZoneNonUniformityNormalized,0.10328238
lbp-3D-m2_glszm_SizeZoneNonUniformityNormalized,0.10328238
wavelet-HHL_glcm_ClusterShade,0.103274338
original_ngtdm_Complexity,0.103147426
lbp-2D_firstorder_TotalEnergy,0.103070355
square_glrlm_LongRunHighGrayLevelEmphasis,0.102687593
wavelet-LHL_glcm_SumEntropy,0.102652626
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.102603613
lbp-3D-m2_firstorder_Energy,0.102572921
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.102398641
squareroot_glcm_SumSquares,0.102360773
wavelet-LLL_glcm_JointEnergy,0.102351602
wavelet-LLH_glcm_MCC,0.102228663
square_glcm_Idmn,0.102213051
squareroot_glcm_JointEntropy,0.1021647
original_shape_MeshVolume,0.102129066
gradient_gldm_LowGrayLevelEmphasis,0.101940236
lbp-2D_firstorder_Median,0.101868947
wavelet-LLL_glrlm_LongRunEmphasis,0.101743502
logarithm_glrlm_RunLengthNonUniformity,0.101696203
wavelet-LLL_glcm_ClusterShade,0.101679255
squareroot_glcm_JointEnergy,0.101548758
square_glszm_SizeZoneNonUniformity,0.101431003
gradient_gldm_GrayLevelNonUniformity,0.101402022
square_gldm_DependenceNonUniformity,0.101300734
wavelet-LHH_glszm_ZoneEntropy,0.101202129
lbp-3D-m1_firstorder_TotalEnergy,0.101153507
square_gldm_DependenceEntropy,0.101055798
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.100559323
wavelet-LHL_firstorder_RootMeanSquared,0.100556359
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis,0.100512924
squareroot_glszm_LargeAreaLowGrayLevelEmphasis,0.100465989
original_glcm_Contrast,0.100241058
original_glcm_ClusterProminence,0.100166377
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis,0.100112079
wavelet-LLH_glcm_Autocorrelation,0.100109724
wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,0.100109554
gradient_glszm_SmallAreaLowGrayLevelEmphasis,0.100023711
wavelet-LLH_glszm_GrayLevelNonUniformity,0.099637441
exponential_gldm_GrayLevelNonUniformity,0.099268311
lbp-2D_gldm_GrayLevelNonUniformity,0.099253469
lbp-3D-m1_gldm_GrayLevelNonUniformity,0.099253469
lbp-3D-m2_gldm_GrayLevelNonUniformity,0.099253469
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.099086786
wavelet-LHL_glcm_DifferenceAverage,0.098977286
original_glrlm_GrayLevelNonUniformity,0.098730645
gradient_glrlm_RunLengthNonUniformity,0.098635367
wavelet-LLL_glszm_SmallAreaEmphasis,0.098471574
wavelet-LHH_glcm_Autocorrelation,0.09837947
wavelet-HHH_ngtdm_Contrast,0.098313501
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis,0.098211319
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.09820111
square_glrlm_GrayLevelNonUniformity,0.098193474
wavelet-LHH_gldm_HighGrayLevelEmphasis,0.09809987
wavelet-LHH_glcm_Idn,0.098094209
wavelet-LLH_glcm_SumAverage,0.09774194
wavelet-LLH_glcm_JointAverage,0.09774194
wavelet-LLL_glrlm_GrayLevelVariance,0.097731704
original_glrlm_RunLengthNonUniformity,0.097671148
wavelet-LLH_firstorder_Uniformity,0.09765342
exponential_firstorder_TotalEnergy,0.097411779
wavelet-LLL_glrlm_RunLengthNonUniformity,0.097348778
lbp-3D-k_firstorder_RootMeanSquared,0.097152096
gradient_glszm_LowGrayLevelZoneEmphasis,0.097051333
square_glcm_ClusterProminence,0.096890793
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.096882991
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.09676753
exponential_ngtdm_Busyness,0.096733661
wavelet-LLL_firstorder_MeanAbsoluteDeviation,0.09673053
original_firstorder_Uniformity,0.09656915
square_glszm_SmallAreaHighGrayLevelEmphasis,0.096505889
wavelet-LLL_glcm_DifferenceEntropy,0.096490838
wavelet-LHH_firstorder_Energy,0.096323789
logarithm_firstorder_Minimum,0.096307225
wavelet-LHL_gldm_LowGrayLevelEmphasis,0.096190165
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,0.096132907
gradient_glrlm_ShortRunEmphasis,0.096104932
squareroot_glrlm_RunLengthNonUniformity,0.096089203
gradient_glcm_SumAverage,0.095755196
gradient_glcm_JointAverage,0.095755196
wavelet-LLL_firstorder_Variance,0.095743235
wavelet-LLL_gldm_GrayLevelVariance,0.095730323
gradient_glcm_JointEnergy,0.095575777
wavelet-LLH_glcm_JointEntropy,0.095421418
logarithm_firstorder_Energy,0.095330317
lbp-3D-k_ngtdm_Busyness,0.095285395
wavelet-LLL_firstorder_Range,0.094961453
wavelet-HHH_glcm_ClusterShade,0.094929824
original_glszm_LowGrayLevelZoneEmphasis,0.094909046
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,0.094723866
wavelet-LHL_firstorder_TotalEnergy,0.094588379
exponential_firstorder_MeanAbsoluteDeviation,0.094453398
wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.094190191
wavelet-LHH_glcm_Idmn,0.09401246
exponential_glszm_GrayLevelNonUniformity,0.093723117
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.093302
wavelet-HHL_ngtdm_Contrast,0.093104203
wavelet-LLL_firstorder_Entropy,0.093042896
wavelet-HLH_firstorder_Kurtosis,0.093034271
wavelet-LLH_firstorder_InterquartileRange,0.092842762
wavelet-HLL_glrlm_RunLengthNonUniformity,0.092685311
gradient_glcm_ClusterShade,0.09266647
gradient_glcm_Id,0.092591987
logarithm_glszm_LowGrayLevelZoneEmphasis,0.092550227
wavelet-LHH_glcm_ClusterShade,0.092542551
square_gldm_SmallDependenceLowGrayLevelEmphasis,0.092479792
gradient_glrlm_RunLengthNonUniformityNormalized,0.092474919
logarithm_glcm_ClusterTendency,0.09246705
logarithm_glszm_LargeAreaLowGrayLevelEmphasis,0.092282463
logarithm_firstorder_Range,0.092222746
gradient_firstorder_Range,0.092052088
wavelet-LHL_glszm_GrayLevelNonUniformity,0.092000506
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.091921377
original_gldm_SmallDependenceEmphasis,0.09167646
wavelet-LHL_firstorder_Skewness,0.091594649
wavelet-LLH_glrlm_RunLengthNonUniformity,0.091565884
gradient_firstorder_Maximum,0.091507266
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.091284943
wavelet-LLH_firstorder_90Percentile,0.091241182
gradient_glrlm_LowGrayLevelRunEmphasis,0.091209729
wavelet-HLL_firstorder_Kurtosis,0.090755607
wavelet-LHL_glcm_DifferenceVariance,0.090662013
lbp-2D_firstorder_10Percentile,0.090451066
original_shape_Sphericity,0.090209625
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.090047698
squareroot_firstorder_Range,0.090046237
gradient_glcm_Idm,0.090016137
wavelet-LLH_glcm_SumEntropy,0.089730127
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,0.089490193
wavelet-LLL_firstorder_Uniformity,0.089484444
original_firstorder_Range,0.089483553
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,0.089480756
square_glszm_HighGrayLevelZoneEmphasis,0.089474434
original_glszm_SmallAreaLowGrayLevelEmphasis,0.08939971
lbp-2D_gldm_DependenceNonUniformity,0.089398911
lbp-3D-m1_gldm_DependenceNonUniformity,0.089398911
lbp-3D-m2_gldm_DependenceNonUniformity,0.089398911
exponential_gldm_DependenceNonUniformity,0.08939637
exponential_glcm_Imc1,0.08938721
wavelet-LHL_glrlm_RunEntropy,0.089303451
lbp-3D-m1_firstorder_Energy,0.089186328
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.089023103
lbp-3D-k_firstorder_Kurtosis,0.08891357
lbp-3D-k_gldm_SmallDependenceLowGrayLevelEmphasis,0.088911514
wavelet-LHL_glrlm_RunLengthNonUniformity,0.088759837
original_glcm_Imc1,0.08875935
lbp-2D_glszm_GrayLevelNonUniformity,0.088722237
lbp-3D-m1_glszm_GrayLevelNonUniformity,0.088722237
lbp-3D-m2_glszm_GrayLevelNonUniformity,0.088722237
squareroot_gldm_SmallDependenceLowGrayLevelEmphasis,0.088685447
wavelet-LLL_gldm_GrayLevelNonUniformity,0.088530996
square_firstorder_Maximum,0.088463494
square_firstorder_Range,0.088463462
exponential_glcm_Idmn,0.088428382
lbp-3D-m2_firstorder_90Percentile,0.088064981
wavelet-LLH_firstorder_Kurtosis,0.087993799
wavelet-HLL_glszm_ZoneEntropy,0.087919594
original_firstorder_Maximum,0.087905834
lbp-3D-m1_firstorder_Median,0.087728428
wavelet-LLL_glrlm_RunPercentage,0.087665449
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.087612944
wavelet-LHL_glcm_ClusterProminence,0.087560393
gradient_glcm_JointEntropy,0.087545287
wavelet-LHL_firstorder_Kurtosis,0.087394535
squareroot_glszm_SmallAreaLowGrayLevelEmphasis,0.087391266
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.087150765
exponential_firstorder_InterquartileRange,0.086921702
wavelet-HHL_gldm_DependenceNonUniformity,0.086830684
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.086828716
logarithm_firstorder_Maximum,0.086684248
wavelet-HHH_glcm_ClusterProminence,0.086680353
gradient_glrlm_GrayLevelNonUniformity,0.086554677
wavelet-LHH_glcm_ClusterProminence,0.086550571
original_glcm_ClusterShade,0.086527355
lbp-2D_glszm_SizeZoneNonUniformity,0.086309645
lbp-3D-m1_glszm_SizeZoneNonUniformity,0.086309645
lbp-3D-m2_glszm_SizeZoneNonUniformity,0.086309645
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.086255477
exponential_glcm_Imc2,0.086109457
exponential_glcm_Idn,0.085744799
squareroot_glszm_LowGrayLevelZoneEmphasis,0.085556534
original_glrlm_GrayLevelNonUniformityNormalized,0.084987074
gradient_gldm_DependenceNonUniformityNormalized,0.084946479
wavelet-LLL_glcm_ClusterProminence,0.084871503
lbp-3D-k_firstorder_Minimum,0.084702002
wavelet-LHL_firstorder_90Percentile,0.084555244
squareroot_glszm_SizeZoneNonUniformity,0.084280278
wavelet-LHL_glrlm_GrayLevelVariance,0.084216796
wavelet-LHL_glcm_ClusterTendency,0.084186738
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,0.084005527
wavelet-LHH_glrlm_RunLengthNonUniformity,0.084000176
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.083676174
wavelet-LHL_gldm_GrayLevelVariance,0.083581031
wavelet-LHL_firstorder_Variance,0.08353952
exponential_firstorder_RobustMeanAbsoluteDeviation,0.083538872
exponential_glcm_SumEntropy,0.083412141
exponential_glcm_DifferenceEntropy,0.083328209
exponential_glcm_SumAverage,0.083136473
exponential_glcm_JointAverage,0.083136473
exponential_glcm_JointEntropy,0.083111963
exponential_glcm_Id,0.082910626
exponential_glcm_Idm,0.082804156
original_glcm_DifferenceEntropy,0.082726482
exponential_glcm_DifferenceAverage,0.08270225
lbp-2D_glszm_ZoneVariance,0.082619578
lbp-3D-m1_glszm_ZoneVariance,0.082619578
lbp-3D-m2_glszm_ZoneVariance,0.082619578
lbp-3D-k_gldm_SmallDependenceEmphasis,0.082572216
exponential_glcm_JointEnergy,0.082491875
exponential_glcm_MaximumProbability,0.082483995
wavelet-HLH_gldm_DependenceNonUniformity,0.082271432
square_gldm_GrayLevelNonUniformity,0.082250682
exponential_firstorder_Skewness,0.082040738
logarithm_glszm_SmallAreaLowGrayLevelEmphasis,0.08194153
wavelet-LHL_glcm_ClusterShade,0.081837216
wavelet-LLH_gldm_LowGrayLevelEmphasis,0.08180776
exponential_gldm_LowGrayLevelEmphasis,0.081483355
wavelet-HLH_glszm_GrayLevelNonUniformity,0.081463746
squareroot_glszm_GrayLevelNonUniformity,0.081330213
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.081310373
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.081308837
exponential_firstorder_Entropy,0.08120779
exponential_firstorder_Uniformity,0.081152701
squareroot_glcm_ClusterProminence,0.081121234
squareroot_gldm_DependenceNonUniformity,0.081065591
squareroot_firstorder_Maximum,0.0809213
exponential_glrlm_LowGrayLevelRunEmphasis,0.080753553
wavelet-LHH_glszm_GrayLevelNonUniformity,0.080720079
exponential_glcm_Autocorrelation,0.080428026
wavelet-LHL_glcm_Contrast,0.080378888
wavelet-LHH_firstorder_Kurtosis,0.080352928
exponential_firstorder_Energy,0.080282694
exponential_glrlm_GrayLevelNonUniformityNormalized,0.08014267
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.079880543
square_ngtdm_Complexity,0.079710138
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.079683697
wavelet-LLL_glrlm_GrayLevelNonUniformity,0.079515522
lbp-2D_firstorder_Energy,0.079402902
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.07918672
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.078577703
wavelet-LHL_glcm_SumSquares,0.078275344
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.078248967
square_glrlm_RunEntropy,0.077979351
exponential_gldm_SmallDependenceHighGrayLevelEmphasis,0.077875641
lbp-3D-k_glrlm_GrayLevelNonUniformity,0.077748146
exponential_glcm_InverseVariance,0.077414121
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.07724192
wavelet-HHL_glcm_Idn,0.077231319
wavelet-LLL_gldm_LowGrayLevelEmphasis,0.077109192
square_glrlm_RunVariance,0.076727658
original_glszm_ZonePercentage,0.076332216
original_firstorder_Entropy,0.076244587
squareroot_glcm_ClusterTendency,0.076231563
wavelet-LLL_glcm_Idm,0.076022626
wavelet-HLL_glcm_Idn,0.075900306
wavelet-LLL_glrlm_ShortRunEmphasis,0.075659999
exponential_firstorder_Kurtosis,0.075458688
logarithm_glcm_ClusterShade,0.075456656
exponential_firstorder_Maximum,0.07520467
exponential_firstorder_Range,0.075192722
wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.075138758
exponential_ngtdm_Complexity,0.075065169
wavelet-HLL_gldm_LowGrayLevelEmphasis,0.074995698
wavelet-LHL_gldm_DependenceEntropy,0.074532827
wavelet-LHL_glcm_Idn,0.074151323
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.07385111
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,0.072823708
square_glrlm_LongRunLowGrayLevelEmphasis,0.07273322
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,0.072619191
wavelet-HHL_glszm_GrayLevelNonUniformity,0.072123483
gradient_glcm_InverseVariance,0.072116695
original_glcm_DifferenceAverage,0.072046971
square_glrlm_LongRunEmphasis,0.071999381
gradient_ngtdm_Complexity,0.071574617
wavelet-LLL_glcm_InverseVariance,0.071170037
original_glszm_LargeAreaLowGrayLevelEmphasis,0.071096881
exponential_glrlm_HighGrayLevelRunEmphasis,0.070970621
