feature,importance
wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.155235632
squareroot_glcm_DifferenceVariance,0.15499308
wavelet-LHL_glcm_Imc1,0.154789152
wavelet-LHH_firstorder_Mean,0.154659022
wavelet-HLH_firstorder_90Percentile,0.154525527
wavelet-HHL_ngtdm_Complexity,0.154500797
wavelet-LLH_glcm_ClusterProminence,0.154483315
wavelet-LLL_gldm_DependenceVariance,0.154345009
wavelet-HLH_firstorder_RootMeanSquared,0.154336651
wavelet-LHH_glcm_DifferenceAverage,0.154057326
wavelet-LHL_glcm_MaximumProbability,0.153934087
wavelet-LLH_glrlm_ShortRunEmphasis,0.153762854
square_glcm_MCC,0.153685816
original_glcm_MCC,0.153668679
lbp-2D_gldm_DependenceNonUniformityNormalized,0.153607144
lbp-3D-m1_gldm_DependenceNonUniformityNormalized,0.153607144
lbp-3D-m2_gldm_DependenceNonUniformityNormalized,0.153607144
exponential_gldm_DependenceNonUniformityNormalized,0.153585938
gradient_glszm_SmallAreaHighGrayLevelEmphasis,0.153336172
square_glcm_MaximumProbability,0.153121148
original_shape_Maximum2DDiameterSlice,0.153042655
wavelet-HLH_glcm_InverseVariance,0.152918978
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.1528925
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.152820735
wavelet-HHH_firstorder_RootMeanSquared,0.152799266
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,0.152795263
original_shape_Maximum2DDiameterColumn,0.152689156
logarithm_firstorder_MeanAbsoluteDeviation,0.152589776
wavelet-LLH_glszm_ZoneEntropy,0.152391393
wavelet-HHL_glcm_InverseVariance,0.15232579
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.152123837
wavelet-HLH_gldm_HighGrayLevelEmphasis,0.152042727
wavelet-HLH_glcm_Autocorrelation,0.152012915
square_glcm_Autocorrelation,0.151923191
wavelet-LHL_firstorder_Range,0.151882673
squareroot_firstorder_Uniformity,0.151759437
wavelet-LLH_firstorder_Energy,0.15173389
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.151729946
wavelet-LHH_firstorder_90Percentile,0.151708037
square_ngtdm_Contrast,0.151672309
wavelet-HLL_firstorder_TotalEnergy,0.151568547
wavelet-HLH_firstorder_10Percentile,0.151496721
wavelet-HHL_glcm_DifferenceEntropy,0.151480442
gradient_glrlm_GrayLevelVariance,0.150849903
square_firstorder_Uniformity,0.150752968
gradient_gldm_DependenceVariance,0.150721345
wavelet-HHL_firstorder_Entropy,0.150647209
squareroot_glrlm_RunVariance,0.150624466
lbp-2D_firstorder_Variance,0.150555972
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.150546824
gradient_firstorder_Kurtosis,0.150487463
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.150382884
wavelet-HHH_firstorder_MeanAbsoluteDeviation,0.150369783
wavelet-HLH_firstorder_Maximum,0.150185709
gradient_firstorder_MeanAbsoluteDeviation,0.150000164
wavelet-HLL_glcm_DifferenceAverage,0.149927167
lbp-3D-k_glszm_SmallAreaEmphasis,0.14984515
wavelet-HLL_firstorder_Uniformity,0.149760622
square_firstorder_Entropy,0.149594018
wavelet-LHL_glszm_SmallAreaEmphasis,0.149473174
logarithm_glszm_SmallAreaHighGrayLevelEmphasis,0.149358767
squareroot_glcm_Autocorrelation,0.149348443
square_gldm_LowGrayLevelEmphasis,0.14921033
wavelet-HHH_firstorder_10Percentile,0.149104206
wavelet-LHH_firstorder_MeanAbsoluteDeviation,0.149101307
wavelet-LHH_gldm_LowGrayLevelEmphasis,0.148896518
wavelet-HHL_gldm_LargeDependenceEmphasis,0.148764794
wavelet-HHH_glszm_GrayLevelVariance,0.148729665
wavelet-HLL_ngtdm_Contrast,0.148705599
original_glrlm_ShortRunEmphasis,0.148650164
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.148597815
square_firstorder_10Percentile,0.148535733
lbp-3D-m2_firstorder_Kurtosis,0.148425333
wavelet-LHH_firstorder_10Percentile,0.148422059
exponential_gldm_SmallDependenceLowGrayLevelEmphasis,0.148352735
wavelet-HHH_firstorder_90Percentile,0.148280578
squareroot_glcm_MCC,0.148255686
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,0.148242679
lbp-2D_gldm_SmallDependenceEmphasis,0.148208598
lbp-2D_gldm_SmallDependenceHighGrayLevelEmphasis,0.148208598
lbp-2D_gldm_SmallDependenceLowGrayLevelEmphasis,0.148208598
lbp-3D-m1_gldm_SmallDependenceEmphasis,0.148208598
lbp-3D-m1_gldm_SmallDependenceHighGrayLevelEmphasis,0.148208598
lbp-3D-m1_gldm_SmallDependenceLowGrayLevelEmphasis,0.148208598
lbp-3D-m2_gldm_SmallDependenceEmphasis,0.148208598
lbp-3D-m2_gldm_SmallDependenceHighGrayLevelEmphasis,0.148208598
lbp-3D-m2_gldm_SmallDependenceLowGrayLevelEmphasis,0.148208598
wavelet-HHL_glrlm_ShortRunEmphasis,0.148199515
wavelet-HHL_glcm_SumEntropy,0.148175313
wavelet-HHL_glrlm_RunPercentage,0.148116993
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.148021652
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.147985039
wavelet-LHL_firstorder_Maximum,0.147948296
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,0.147824519
wavelet-HHH_gldm_SmallDependenceEmphasis,0.14780374
wavelet-HLL_glcm_DifferenceEntropy,0.147785698
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.147728768
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.147711786
lbp-3D-k_glrlm_GrayLevelNonUniformityNormalized,0.147680512
lbp-3D-k_glrlm_GrayLevelVariance,0.147680512
square_glcm_JointEnergy,0.147659468
wavelet-HHL_firstorder_Uniformity,0.147489774
gradient_glszm_HighGrayLevelZoneEmphasis,0.147302132
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.147296236
wavelet-HHH_glcm_DifferenceAverage,0.147243735
wavelet-LHH_firstorder_RootMeanSquared,0.147067338
lbp-2D_glrlm_RunPercentage,0.147029827
lbp-3D-m1_glrlm_RunPercentage,0.147029827
lbp-3D-m2_glrlm_RunPercentage,0.147029827
wavelet-HHL_glcm_JointEntropy,0.147029805
exponential_glrlm_RunPercentage,0.147018426
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis,0.14680842
logarithm_glrlm_LongRunLowGrayLevelEmphasis,0.146701361
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,0.146699602
wavelet-HLL_firstorder_Entropy,0.146464625
wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,0.146423484
wavelet-HLH_glrlm_RunEntropy,0.14638447
wavelet-LHH_glrlm_RunEntropy,0.146278905
wavelet-LHL_firstorder_Minimum,0.146202847
wavelet-HLL_glszm_ZonePercentage,0.146134426
square_firstorder_Mean,0.146097048
wavelet-LHL_glcm_Autocorrelation,0.146009504
wavelet-HLL_glrlm_GrayLevelNonUniformity,0.145922259
wavelet-LLL_firstorder_10Percentile,0.145903139
wavelet-HLL_glcm_MaximumProbability,0.145838953
lbp-2D_gldm_LargeDependenceEmphasis,0.145787315
lbp-2D_gldm_LargeDependenceHighGrayLevelEmphasis,0.145787315
lbp-2D_gldm_LargeDependenceLowGrayLevelEmphasis,0.145787315
lbp-3D-m1_gldm_LargeDependenceEmphasis,0.145787315
lbp-3D-m1_gldm_LargeDependenceHighGrayLevelEmphasis,0.145787315
lbp-3D-m1_gldm_LargeDependenceLowGrayLevelEmphasis,0.145787315
lbp-3D-m2_gldm_LargeDependenceEmphasis,0.145787315
lbp-3D-m2_gldm_LargeDependenceHighGrayLevelEmphasis,0.145787315
lbp-3D-m2_gldm_LargeDependenceLowGrayLevelEmphasis,0.145787315
square_glcm_JointAverage,0.145786666
square_glcm_SumAverage,0.145786666
exponential_gldm_LargeDependenceEmphasis,0.145761305
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0.145761199
exponential_gldm_LargeDependenceHighGrayLevelEmphasis,0.145736213
original_glrlm_RunLengthNonUniformityNormalized,0.145724016
wavelet-HHH_firstorder_InterquartileRange,0.145707305
wavelet-LHH_glcm_Imc2,0.145645582
wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,0.145630462
wavelet-LHL_gldm_HighGrayLevelEmphasis,0.145588952
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.145546626
gradient_firstorder_Variance,0.145348136
square_glcm_SumEntropy,0.145259546
gradient_gldm_GrayLevelVariance,0.145236685
square_gldm_HighGrayLevelEmphasis,0.145177958
wavelet-HHL_firstorder_RootMeanSquared,0.145166937
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.14507419
squareroot_gldm_LargeDependenceHighGrayLevelEmphasis,0.145012101
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.144954759
wavelet-HHH_firstorder_Skewness,0.144778468
wavelet-HLL_glcm_Idm,0.144672256
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.144649529
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.14448359
wavelet-LHL_glrlm_GrayLevelNonUniformity,0.144411273
wavelet-LLL_glcm_MCC,0.144312696
wavelet-HLL_glcm_Id,0.144168834
lbp-2D_glszm_LargeAreaEmphasis,0.143703517
lbp-2D_glszm_LargeAreaHighGrayLevelEmphasis,0.143703517
lbp-2D_glszm_LargeAreaLowGrayLevelEmphasis,0.143703517
lbp-3D-m1_glszm_LargeAreaEmphasis,0.143703517
lbp-3D-m1_glszm_LargeAreaHighGrayLevelEmphasis,0.143703517
lbp-3D-m1_glszm_LargeAreaLowGrayLevelEmphasis,0.143703517
lbp-3D-m2_glszm_LargeAreaEmphasis,0.143703517
lbp-3D-m2_glszm_LargeAreaHighGrayLevelEmphasis,0.143703517
lbp-3D-m2_glszm_LargeAreaLowGrayLevelEmphasis,0.143703517
lbp-3D-k_glszm_SmallAreaLowGrayLevelEmphasis,0.143697177
wavelet-HHL_glcm_Id,0.143621344
wavelet-LLH_glcm_Idm,0.143596522
wavelet-HHL_glcm_Idm,0.143587243
gradient_gldm_LargeDependenceLowGrayLevelEmphasis,0.14344121
original_glrlm_HighGrayLevelRunEmphasis,0.143378011
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.143213215
wavelet-HLL_glrlm_RunEntropy,0.143206997
logarithm_glszm_LargeAreaHighGrayLevelEmphasis,0.143114339
wavelet-HLL_firstorder_InterquartileRange,0.143039796
original_glcm_Autocorrelation,0.142970624
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.142908653
wavelet-LHL_glcm_Idm,0.142884345
lbp-3D-k_ngtdm_Coarseness,0.14287676
wavelet-LLH_firstorder_10Percentile,0.142869818
gradient_glszm_GrayLevelVariance,0.142846749
lbp-3D-k_ngtdm_Strength,0.14272933
square_firstorder_90Percentile,0.142714607
square_glcm_JointEntropy,0.142622723
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.142577729
wavelet-HHH_glcm_JointAverage,0.142547039
wavelet-HHH_glcm_SumAverage,0.142547039
logarithm_gldm_LargeDependenceLowGrayLevelEmphasis,0.142408835
exponential_firstorder_RootMeanSquared,0.142388632
original_firstorder_InterquartileRange,0.14226584
wavelet-LLH_glrlm_GrayLevelVariance,0.142239737
wavelet-HLH_glcm_Idmn,0.142235181
logarithm_gldm_LowGrayLevelEmphasis,0.142164416
square_firstorder_RootMeanSquared,0.141987627
logarithm_ngtdm_Busyness,0.141822278
wavelet-HLL_firstorder_Energy,0.141680365
gradient_glcm_DifferenceVariance,0.141352439
original_firstorder_10Percentile,0.141302336
wavelet-LHL_glcm_JointAverage,0.141070323
wavelet-LHL_glcm_SumAverage,0.141070323
wavelet-HHH_ngtdm_Strength,0.140985467
wavelet-LLH_glszm_SizeZoneNonUniformity,0.140865041
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,0.140726632
square_ngtdm_Busyness,0.140692875
exponential_gldm_DependenceVariance,0.140668262
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.140650502
gradient_gldm_DependenceEntropy,0.140641684
lbp-2D_gldm_DependenceVariance,0.140613032
lbp-3D-m1_gldm_DependenceVariance,0.140613032
lbp-3D-m2_gldm_DependenceVariance,0.140613032
gradient_glrlm_RunVariance,0.140542692
wavelet-LLH_firstorder_Variance,0.140346583
wavelet-LLH_gldm_GrayLevelVariance,0.140339788
wavelet-HLL_glszm_SizeZoneNonUniformity,0.140304208
logarithm_gldm_DependenceVariance,0.140277354
logarithm_glrlm_LowGrayLevelRunEmphasis,0.140160306
logarithm_firstorder_TotalEnergy,0.14012462
square_firstorder_RobustMeanAbsoluteDeviation,0.140110306
wavelet-HHH_firstorder_Minimum,0.139788314
wavelet-LLL_glrlm_RunEntropy,0.139644992
original_glszm_SizeZoneNonUniformity,0.139634537
original_glcm_Idm,0.139626293
gradient_glcm_ClusterTendency,0.139557174
square_glrlm_GrayLevelVariance,0.139515616
wavelet-LLH_glcm_Imc2,0.139449091
exponential_glszm_SmallAreaLowGrayLevelEmphasis,0.139424354
wavelet-LLH_gldm_GrayLevelNonUniformity,0.139360472
gradient_firstorder_RobustMeanAbsoluteDeviation,0.13923302
wavelet-HHL_glcm_DifferenceAverage,0.139063184
wavelet-HHL_firstorder_MeanAbsoluteDeviation,0.139038027
wavelet-HLH_glcm_Contrast,0.139030509
squareroot_firstorder_RootMeanSquared,0.138758269
wavelet-LHL_firstorder_Uniformity,0.138700772
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,0.138472372
lbp-3D-k_glrlm_ShortRunHighGrayLevelEmphasis,0.138400357
wavelet-HLL_glcm_InverseVariance,0.138303557
original_gldm_HighGrayLevelEmphasis,0.138240358
wavelet-HHL_glcm_JointEnergy,0.138120196
wavelet-HHL_firstorder_90Percentile,0.138112061
wavelet-LHL_glcm_InverseVariance,0.13799938
logarithm_glszm_HighGrayLevelZoneEmphasis,0.13783829
logarithm_glrlm_ShortRunLowGrayLevelEmphasis,0.137835385
square_firstorder_MeanAbsoluteDeviation,0.137713222
square_firstorder_InterquartileRange,0.137682127
wavelet-HHL_gldm_SmallDependenceEmphasis,0.13758103
wavelet-HLH_glcm_SumSquares,0.137538223
wavelet-HHH_firstorder_Maximum,0.137506701
gradient_glrlm_LongRunEmphasis,0.13745388
wavelet-LLH_ngtdm_Contrast,0.137406574
wavelet-HLH_firstorder_Variance,0.137305746
original_glszm_GrayLevelVariance,0.137301326
wavelet-HLH_gldm_DependenceNonUniformityNormalized,0.137297625
wavelet-HLL_glcm_Imc1,0.137277053
wavelet-HLH_gldm_GrayLevelVariance,0.137266199
wavelet-LLL_ngtdm_Busyness,0.137131203
wavelet-HLH_glrlm_GrayLevelVariance,0.137058061
square_glszm_GrayLevelNonUniformityNormalized,0.13701523
lbp-2D_firstorder_MeanAbsoluteDeviation,0.136890086
squareroot_firstorder_Energy,0.136885279
wavelet-HHL_firstorder_Kurtosis,0.136879137
lbp-2D_firstorder_InterquartileRange,0.136712789
wavelet-HHH_glszm_ZonePercentage,0.136665334
squareroot_glrlm_LongRunHighGrayLevelEmphasis,0.136654495
wavelet-HLH_glcm_ClusterTendency,0.136624867
wavelet-LLH_glcm_Id,0.136570422
exponential_firstorder_10Percentile,0.136503545
wavelet-LLL_gldm_DependenceNonUniformity,0.136380343
gradient_glcm_SumSquares,0.136369764
wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.136362496
logarithm_glcm_JointEnergy,0.136329166
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.136310586
wavelet-HHH_firstorder_Kurtosis,0.13630827
wavelet-LHL_glcm_Id,0.136130351
wavelet-LHL_glszm_ZonePercentage,0.136096214
gradient_glszm_LargeAreaLowGrayLevelEmphasis,0.136004644
lbp-3D-k_glcm_Imc2,0.135957192
gradient_firstorder_InterquartileRange,0.135930594
wavelet-LLH_firstorder_RootMeanSquared,0.135909646
logarithm_glcm_MaximumProbability,0.135885707
lbp-2D_glrlm_RunEntropy,0.135715198
lbp-3D-m1_glrlm_RunEntropy,0.135715198
lbp-3D-m2_glrlm_RunEntropy,0.135715198
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,0.135690521
gradient_gldm_LargeDependenceEmphasis,0.135474498
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.135273089
squareroot_glcm_MaximumProbability,0.135259517
square_glszm_LargeAreaEmphasis,0.135232071
square_glszm_ZoneVariance,0.135229211
logarithm_firstorder_10Percentile,0.135200886
wavelet-HLH_firstorder_Energy,0.135122081
lbp-3D-k_glszm_SizeZoneNonUniformityNormalized,0.135040945
gradient_firstorder_Skewness,0.134908201
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.134906007
wavelet-HHL_glcm_MaximumProbability,0.134879991
wavelet-HLH_glcm_DifferenceVariance,0.13487732
exponential_glrlm_RunEntropy,0.134873679
wavelet-HHH_glcm_Idmn,0.134839953
wavelet-HLH_firstorder_TotalEnergy,0.134775346
wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,0.134713027
square_glszm_LargeAreaLowGrayLevelEmphasis,0.134711131
logarithm_glrlm_ShortRunHighGrayLevelEmphasis,0.134705155
wavelet-HHH_firstorder_Range,0.134696406
wavelet-LLH_firstorder_TotalEnergy,0.134675261
wavelet-HHL_firstorder_10Percentile,0.13465896
squareroot_gldm_LargeDependenceEmphasis,0.134630945
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.134504501
wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,0.134457355
wavelet-HLH_glszm_ZoneEntropy,0.134440596
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,0.134047754
squareroot_glszm_LargeAreaEmphasis,0.134019241
lbp-3D-k_glcm_MCC,0.133965417
squareroot_glszm_ZoneVariance,0.133722367
wavelet-HHL_glcm_DifferenceVariance,0.13351961
wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation,0.133479628
wavelet-LHL_glszm_SizeZoneNonUniformity,0.1334645
gradient_glcm_Contrast,0.133368336
wavelet-HHL_firstorder_Skewness,0.133205342
wavelet-HLL_glcm_Correlation,0.133119708
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,0.133110538
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,0.133069303
wavelet-HHH_glcm_InverseVariance,0.132999472
wavelet-HHL_glszm_ZonePercentage,0.132973403
wavelet-LLL_firstorder_Minimum,0.132660806
logarithm_glrlm_HighGrayLevelRunEmphasis,0.132633712
wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,0.132399531
square_glszm_GrayLevelNonUniformity,0.132382506
lbp-3D-m1_firstorder_Skewness,0.132355132
wavelet-LLL_glszm_SizeZoneNonUniformity,0.132322705
square_glcm_SumSquares,0.132314901
wavelet-HHH_gldm_HighGrayLevelEmphasis,0.132259408
wavelet-LHL_gldm_SmallDependenceEmphasis,0.132218231
logarithm_gldm_DependenceEntropy,0.132167516
wavelet-LHH_glcm_Contrast,0.131938828
wavelet-HHL_firstorder_InterquartileRange,0.13168619
wavelet-HLL_firstorder_Skewness,0.131658141
gradient_glszm_GrayLevelNonUniformityNormalized,0.131648193
original_glcm_SumAverage,0.131627729
original_glcm_JointAverage,0.131627729
wavelet-LHH_glcm_Imc1,0.131560793
wavelet-LLH_glcm_JointEnergy,0.131531517
logarithm_gldm_HighGrayLevelEmphasis,0.131425085
wavelet-HHH_glcm_Autocorrelation,0.131397581
square_glcm_DifferenceVariance,0.131344414
lbp-3D-k_glcm_Imc1,0.131212165
wavelet-HHL_glrlm_GrayLevelVariance,0.131185492
original_firstorder_Skewness,0.130955694
squareroot_glcm_ClusterShade,0.130928312
gradient_firstorder_90Percentile,0.1308552
original_gldm_DependenceNonUniformity,0.130661572
wavelet-HLL_glcm_JointEntropy,0.13040161
wavelet-LLH_ngtdm_Complexity,0.130353014
wavelet-HLL_glcm_SumEntropy,0.130272596
original_firstorder_Mean,0.130171259
wavelet-HHL_firstorder_TotalEnergy,0.130153634
wavelet-LLL_ngtdm_Complexity,0.130099298
original_glcm_DifferenceVariance,0.130067533
wavelet-LLH_firstorder_Maximum,0.130057849
original_glrlm_LongRunHighGrayLevelEmphasis,0.130056531
lbp-3D-m2_firstorder_InterquartileRange,0.129553412
wavelet-LHH_ngtdm_Strength,0.129444265
square_glszm_ZonePercentage,0.12941102
original_glcm_SumSquares,0.129397045
wavelet-HHL_gldm_GrayLevelVariance,0.129297859
wavelet-HHH_glrlm_GrayLevelVariance,0.129275564
wavelet-HHL_firstorder_Variance,0.129238107
gradient_glcm_SumEntropy,0.129033461
wavelet-HLH_glszm_SizeZoneNonUniformity,0.129004788
wavelet-HLH_glcm_ClusterShade,0.128917024
wavelet-LLH_glcm_DifferenceVariance,0.128720673
wavelet-LHL_gldm_DependenceNonUniformityNormalized,0.12857858
wavelet-LLL_firstorder_Mean,0.128558119
wavelet-LLH_glcm_Idmn,0.128479635
wavelet-LLL_firstorder_RootMeanSquared,0.128445667
wavelet-LHH_ngtdm_Contrast,0.128435396
original_ngtdm_Busyness,0.128421055
wavelet-HLL_firstorder_90Percentile,0.128393735
logarithm_firstorder_Median,0.128253983
logarithm_glrlm_GrayLevelNonUniformity,0.128179619
gradient_gldm_SmallDependenceHighGrayLevelEmphasis,0.128084562
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.128074496
wavelet-LHH_glszm_GrayLevelVariance,0.128001092
squareroot_firstorder_RobustMeanAbsoluteDeviation,0.127933296
logarithm_glrlm_LongRunHighGrayLevelEmphasis,0.127886225
wavelet-LHH_glcm_SumSquares,0.127616754
wavelet-LLL_gldm_LargeDependenceEmphasis,0.127517076
original_firstorder_RobustMeanAbsoluteDeviation,0.127391685
original_glcm_Id,0.127336987
wavelet-HHL_glcm_ClusterTendency,0.127323621
wavelet-LLH_firstorder_Range,0.127299421
wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.127151116
wavelet-LLH_glcm_ClusterTendency,0.126913213
square_glcm_Contrast,0.126855115
wavelet-LHH_glcm_MCC,0.126762155
wavelet-LLH_glrlm_GrayLevelNonUniformity,0.126760952
wavelet-HHH_firstorder_Variance,0.126549734
wavelet-HHH_glcm_DifferenceVariance,0.12652894
wavelet-HHL_glcm_Contrast,0.126492315
wavelet-HHL_glcm_SumSquares,0.126453174
wavelet-HHH_gldm_GrayLevelVariance,0.126267496
wavelet-LHL_glcm_Correlation,0.12623775
logarithm_firstorder_InterquartileRange,0.126215027
wavelet-HLH_glcm_Idn,0.126167186
square_firstorder_TotalEnergy,0.126071665
wavelet-HHL_glcm_ClusterProminence,0.125955462
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.125933014
gradient_glcm_ClusterProminence,0.125874154
wavelet-LLL_glszm_ZoneVariance,0.125847792
square_firstorder_Median,0.125847166
wavelet-LLL_glszm_LargeAreaEmphasis,0.125805058
wavelet-HHH_glcm_Contrast,0.125519335
square_glcm_DifferenceEntropy,0.125509477
wavelet-HHH_glcm_SumSquares,0.125491096
lbp-3D-m2_firstorder_RobustMeanAbsoluteDeviation,0.12537324
wavelet-HHH_glcm_ClusterTendency,0.125309018
wavelet-LLL_firstorder_Skewness,0.12530064
wavelet-HHL_gldm_DependenceVariance,0.125114006
original_glcm_Idn,0.125088728
gradient_glrlm_LongRunLowGrayLevelEmphasis,0.125018633
wavelet-HHL_glszm_ZoneEntropy,0.125007426
original_glcm_JointEntropy,0.12481862
gradient_gldm_DependenceNonUniformity,0.124784111
square_glcm_Id,0.124678965
lbp-3D-k_firstorder_10Percentile,0.124617932
logarithm_ngtdm_Coarseness,0.124486482
wavelet-HLH_ngtdm_Complexity,0.124296695
original_shape_Maximum3DDiameter,0.124171419
wavelet-LLH_firstorder_Mean,0.124122881
square_glcm_Idm,0.124074172
squareroot_gldm_LargeDependenceLowGrayLevelEmphasis,0.124071678
exponential_glrlm_ShortRunLowGrayLevelEmphasis,0.12399867
lbp-2D_glrlm_ShortRunEmphasis,0.123998419
lbp-2D_glrlm_ShortRunHighGrayLevelEmphasis,0.123998419
lbp-2D_glrlm_ShortRunLowGrayLevelEmphasis,0.123998419
lbp-3D-m1_glrlm_ShortRunEmphasis,0.123998419
lbp-3D-m1_glrlm_ShortRunHighGrayLevelEmphasis,0.123998419
lbp-3D-m1_glrlm_ShortRunLowGrayLevelEmphasis,0.123998419
lbp-3D-m2_glrlm_ShortRunEmphasis,0.123998419
lbp-3D-m2_glrlm_ShortRunHighGrayLevelEmphasis,0.123998419
lbp-3D-m2_glrlm_ShortRunLowGrayLevelEmphasis,0.123998419
original_shape_Maximum2DDiameterRow,0.123891926
wavelet-LHH_firstorder_Variance,0.123866742
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.123826609
wavelet-HHL_glszm_SizeZoneNonUniformity,0.123794607
squareroot_firstorder_Median,0.12370359
wavelet-LHH_gldm_GrayLevelVariance,0.123683126
logarithm_gldm_GrayLevelNonUniformity,0.123663954
wavelet-HHL_firstorder_Mean,0.1236099
wavelet-HHH_firstorder_Mean,0.123541693
exponential_glrlm_ShortRunEmphasis,0.123535555
wavelet-HLL_glcm_ClusterShade,0.12348856
gradient_glcm_MaximumProbability,0.123480904
squareroot_glszm_GrayLevelVariance,0.123434766
wavelet-HHL_firstorder_Energy,0.123429965
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.123373546
wavelet-LHH_glrlm_GrayLevelVariance,0.123359424
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.123298628
square_glrlm_HighGrayLevelRunEmphasis,0.12323637
square_gldm_DependenceVariance,0.123104653
wavelet-LHH_glcm_ClusterTendency,0.123078998
wavelet-LLH_glcm_SumSquares,0.123033402
lbp-3D-k_glcm_Correlation,0.122872455
gradient_firstorder_TotalEnergy,0.122864374
wavelet-HLH_glcm_ClusterProminence,0.122828108
lbp-3D-m2_firstorder_Variance,0.122797242
square_firstorder_Energy,0.122721154
original_glszm_GrayLevelNonUniformityNormalized,0.122524247
wavelet-LLL_glcm_SumAverage,0.122489898
wavelet-LLL_glcm_JointAverage,0.122489898
wavelet-LLH_glcm_DifferenceEntropy,0.122334672
lbp-3D-m2_firstorder_MeanAbsoluteDeviation,0.122276885
logarithm_glcm_JointEntropy,0.122193642
square_firstorder_Variance,0.122152229
exponential_glrlm_RunLengthNonUniformity,0.122093951
lbp-2D_glrlm_RunLengthNonUniformity,0.122092887
lbp-3D-m1_glrlm_RunLengthNonUniformity,0.122092887
lbp-3D-m2_glrlm_RunLengthNonUniformity,0.122092887
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.121904471
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,0.121782854
squareroot_glrlm_LongRunLowGrayLevelEmphasis,0.121628585
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.121526283
gradient_gldm_HighGrayLevelEmphasis,0.121433733
wavelet-HHH_firstorder_TotalEnergy,0.121384806
wavelet-LLH_gldm_DependenceNonUniformity,0.121368453
wavelet-HHL_gldm_LowGrayLevelEmphasis,0.121365525
wavelet-LLL_firstorder_Kurtosis,0.121260972
wavelet-LLH_glcm_Contrast,0.121167344
square_gldm_GrayLevelVariance,0.121148203
exponential_glszm_ZoneVariance,0.121089606
gradient_glrlm_ShortRunHighGrayLevelEmphasis,0.121021487
wavelet-LLH_glcm_ClusterShade,0.121011044
original_gldm_GrayLevelNonUniformity,0.121005634
gradient_glcm_DifferenceAverage,0.120912326
lbp-3D-m1_firstorder_Variance,0.120811169
